Image Name,Label,Probability,"Top-Left (x, y)","Bottom-Right (x, y)"
00b15645bbec71c6.jpg,person,0.15,"(np.float32(842.2085), np.float32(0.0))","(np.float32(979.07086), np.float32(95.92886))"
00b15645bbec71c6.jpg,person,0.15,"(np.float32(299.8073), np.float32(50.38779))","(np.float32(683.77277), np.float32(424.1937))"
00b15645bbec71c6.jpg,handbag,0.14,"(np.float32(39.719074), np.float32(333.2996))","(np.float32(176.80896), np.float32(676.7133))"
00b15645bbec71c6.jpg,book,0.14,"(np.float32(210.14857), np.float32(561.47314))","(np.float32(579.4148), np.float32(674.41797))"
00b15645bbec71c6.jpg,person,0.14,"(np.float32(78.80516), np.float32(0.0))","(np.float32(286.56494), np.float32(204.19994))"
00b15645bbec71c6.jpg,person,0.13,"(np.float32(586.8), np.float32(48.449722))","(np.float32(679.2573), np.float32(267.83896))"
00b15645bbec71c6.jpg,person,0.13,"(np.float32(120.569756), np.float32(1.8059951))","(np.float32(380.73004), np.float32(318.5104))"
00b15645bbec71c6.jpg,person,0.13,"(np.float32(494.1943), np.float32(4.4170365))","(np.float32(947.1356), np.float32(216.82501))"
00b15645bbec71c6.jpg,person,0.13,"(np.float32(318.88406), np.float32(4.5457973))","(np.float32(358.24313), np.float32(141.64581))"
00b15645bbec71c6.jpg,person,0.13,"(np.float32(519.4802), np.float32(102.21599))","(np.float32(611.4748), np.float32(256.17688))"
00b15645bbec71c6.jpg,person,0.12,"(np.float32(271.36777), np.float32(0.97271454))","(np.float32(701.3811), np.float32(214.58844))"
00b15645bbec71c6.jpg,dining table,0.11,"(np.float32(138.42917), np.float32(562.10565))","(np.float32(231.37318), np.float32(602.797))"
00b15645bbec71c6.jpg,person,0.11,"(np.float32(711.34564), np.float32(0.1864169))","(np.float32(821.61957), np.float32(26.602623))"
00b3695c1101547e.jpg,person,1.0,"(np.float32(732.5663), np.float32(165.62671))","(np.float32(1012.0991), np.float32(584.83386))"
00b3695c1101547e.jpg,person,0.99,"(np.float32(8.722232), np.float32(150.10036))","(np.float32(321.51904), np.float32(572.76996))"
00b3695c1101547e.jpg,person,0.99,"(np.float32(532.09045), np.float32(89.15797))","(np.float32(641.1805), np.float32(223.01006))"
00b3695c1101547e.jpg,person,0.99,"(np.float32(214.61688), np.float32(108.76012))","(np.float32(415.4067), np.float32(366.9386))"
00b3695c1101547e.jpg,person,0.99,"(np.float32(583.3008), np.float32(115.429825))","(np.float32(819.6007), np.float32(453.54636))"
00b3695c1101547e.jpg,tie,0.98,"(np.float32(186.25447), np.float32(265.6378))","(np.float32(211.9097), np.float32(396.7688))"
00b3695c1101547e.jpg,bottle,0.98,"(np.float32(433.10028), np.float32(362.04633))","(np.float32(467.85086), np.float32(526.41675))"
00b3695c1101547e.jpg,bottle,0.97,"(np.float32(463.3619), np.float32(371.10648))","(np.float32(498.17307), np.float32(523.7628))"
00b3695c1101547e.jpg,person,0.94,"(np.float32(552.9447), np.float32(112.186325))","(np.float32(701.8282), np.float32(280.44885))"
00b3695c1101547e.jpg,tie,0.93,"(np.float32(302.7821), np.float32(205.91273))","(np.float32(315.19797), np.float32(244.26149))"
00b3695c1101547e.jpg,person,0.86,"(np.float32(86.46859), np.float32(124.98588))","(np.float32(377.13275), np.float32(461.70154))"
00b3695c1101547e.jpg,person,0.84,"(np.float32(783.1255), np.float32(164.73587))","(np.float32(983.16956), np.float32(453.13132))"
00b3695c1101547e.jpg,chair,0.83,"(np.float32(787.0351), np.float32(256.63663))","(np.float32(853.2584), np.float32(410.29254))"
00b3695c1101547e.jpg,book,0.82,"(np.float32(612.5028), np.float32(359.8555))","(np.float32(761.57324), np.float32(410.3941))"
00b3695c1101547e.jpg,dining table,0.73,"(np.float32(98.453445), np.float32(372.35986))","(np.float32(889.3286), np.float32(582.0986))"
00b3695c1101547e.jpg,person,0.72,"(np.float32(618.41046), np.float32(148.49495))","(np.float32(929.06274), np.float32(569.8577))"
00b3695c1101547e.jpg,tie,0.72,"(np.float32(695.07), np.float32(212.96397))","(np.float32(716.74396), np.float32(304.39056))"
00b3695c1101547e.jpg,book,0.71,"(np.float32(680.0373), np.float32(501.5818))","(np.float32(814.89355), np.float32(577.8439))"
00b3695c1101547e.jpg,dining table,0.68,"(np.float32(122.729675), np.float32(201.27226))","(np.float32(820.60614), np.float32(565.5586))"
00b3695c1101547e.jpg,tie,0.61,"(np.float32(610.5479), np.float32(145.62943))","(np.float32(620.23254), np.float32(190.22849))"
00b3695c1101547e.jpg,person,0.59,"(np.float32(2.4456115), np.float32(165.32928))","(np.float32(135.75311), np.float32(569.5738))"
00b3695c1101547e.jpg,person,0.53,"(np.float32(560.28735), np.float32(113.91698))","(np.float32(761.4448), np.float32(353.23575))"
00b3695c1101547e.jpg,cell phone,0.43,"(np.float32(560.11053), np.float32(227.04141))","(np.float32(595.45874), np.float32(246.93362))"
00b3695c1101547e.jpg,book,0.42,"(np.float32(125.01599), np.float32(492.9888))","(np.float32(295.89075), np.float32(585.5713))"
00b3695c1101547e.jpg,cell phone,0.37,"(np.float32(562.69635), np.float32(227.31303))","(np.float32(592.78), np.float32(235.65576))"
00b3695c1101547e.jpg,dining table,0.37,"(np.float32(366.70303), np.float32(192.99559))","(np.float32(612.8199), np.float32(244.2462))"
00b3695c1101547e.jpg,person,0.35,"(np.float32(639.29626), np.float32(102.06109))","(np.float32(683.49255), np.float32(125.21273))"
00b3695c1101547e.jpg,person,0.32,"(np.float32(627.2497), np.float32(102.907486))","(np.float32(682.94336), np.float32(237.84015))"
00b3695c1101547e.jpg,tie,0.32,"(np.float32(869.13), np.float32(303.20898))","(np.float32(912.90753), np.float32(407.86252))"
00b3695c1101547e.jpg,laptop,0.32,"(np.float32(116.64938), np.float32(492.28952))","(np.float32(294.89423), np.float32(585.5996))"
00b3695c1101547e.jpg,tie,0.3,"(np.float32(702.96277), np.float32(217.07658))","(np.float32(719.3553), np.float32(296.40997))"
00b3695c1101547e.jpg,handbag,0.27,"(np.float32(862.05176), np.float32(300.54376))","(np.float32(916.43097), np.float32(412.67166))"
00b3695c1101547e.jpg,tie,0.26,"(np.float32(288.55527), np.float32(216.07463))","(np.float32(300.75262), np.float32(267.55527))"
00b3695c1101547e.jpg,chair,0.25,"(np.float32(716.68115), np.float32(258.6369))","(np.float32(852.0349), np.float32(427.567))"
00b3695c1101547e.jpg,tie,0.24,"(np.float32(282.4684), np.float32(211.64064))","(np.float32(301.75067), np.float32(293.2312))"
00b3695c1101547e.jpg,tie,0.21,"(np.float32(654.23987), np.float32(193.28082))","(np.float32(671.7603), np.float32(238.80656))"
00b3695c1101547e.jpg,tie,0.21,"(np.float32(692.3811), np.float32(217.52795))","(np.float32(706.5729), np.float32(304.86893))"
00b3695c1101547e.jpg,tie,0.21,"(np.float32(615.3938), np.float32(146.1934))","(np.float32(623.4046), np.float32(186.00227))"
00b3695c1101547e.jpg,cell phone,0.21,"(np.float32(574.2153), np.float32(244.3756))","(np.float32(596.29645), np.float32(251.33246))"
00b3695c1101547e.jpg,cell phone,0.19,"(np.float32(541.2388), np.float32(176.83916))","(np.float32(558.8248), np.float32(194.17438))"
00b3695c1101547e.jpg,chair,0.18,"(np.float32(610.2308), np.float32(256.37613))","(np.float32(839.9185), np.float32(419.77884))"
00b3695c1101547e.jpg,person,0.18,"(np.float32(838.6577), np.float32(148.69234))","(np.float32(986.3944), np.float32(368.0757))"
00b3695c1101547e.jpg,dining table,0.17,"(np.float32(160.24501), np.float32(316.72165))","(np.float32(613.01385), np.float32(584.362))"
00b3695c1101547e.jpg,tie,0.17,"(np.float32(302.20264), np.float32(207.81357))","(np.float32(318.08658), np.float32(265.43976))"
00b3695c1101547e.jpg,cell phone,0.16,"(np.float32(540.7697), np.float32(184.77669))","(np.float32(556.4581), np.float32(194.16997))"
00b3695c1101547e.jpg,chair,0.16,"(np.float32(754.93475), np.float32(261.34012))","(np.float32(890.50336), np.float32(477.98083))"
00b3695c1101547e.jpg,laptop,0.16,"(np.float32(618.2966), np.float32(387.7818))","(np.float32(810.1648), np.float32(493.65573))"
00b3695c1101547e.jpg,tie,0.15,"(np.float32(687.12915), np.float32(223.53398))","(np.float32(699.1866), np.float32(307.34134))"
00b3695c1101547e.jpg,tie,0.15,"(np.float32(186.42311), np.float32(265.27347))","(np.float32(202.13322), np.float32(357.0532))"
00b3695c1101547e.jpg,cell phone,0.13,"(np.float32(565.0189), np.float32(240.61961))","(np.float32(595.3132), np.float32(249.84746))"
00b3695c1101547e.jpg,vase,0.13,"(np.float32(463.57822), np.float32(170.60881))","(np.float32(504.5932), np.float32(240.91252))"
00b3695c1101547e.jpg,dining table,0.13,"(np.float32(444.40015), np.float32(353.42462))","(np.float32(808.9273), np.float32(573.537))"
00b3695c1101547e.jpg,dining table,0.12,"(np.float32(595.208), np.float32(384.28836))","(np.float32(815.1699), np.float32(573.29126))"
00b3695c1101547e.jpg,tie,0.12,"(np.float32(647.5241), np.float32(189.61658))","(np.float32(661.3425), np.float32(238.51392))"
00b3695c1101547e.jpg,cell phone,0.11,"(np.float32(547.4439), np.float32(176.85744))","(np.float32(558.0543), np.float32(185.80075))"
00b3695c1101547e.jpg,book,0.11,"(np.float32(623.1017), np.float32(386.96927))","(np.float32(760.13336), np.float32(415.69574))"
00b3695c1101547e.jpg,book,0.11,"(np.float32(793.68805), np.float32(512.9482))","(np.float32(875.5535), np.float32(544.1437))"
00b3695c1101547e.jpg,person,0.1,"(np.float32(901.02234), np.float32(207.54985))","(np.float32(1022.6322), np.float32(574.67053))"
00b4c18ea3fdf2e9.jpg,person,1.0,"(np.float32(189.46808), np.float32(83.16095))","(np.float32(677.83636), np.float32(670.4118))"
00b4c18ea3fdf2e9.jpg,mouse,0.99,"(np.float32(230.5386), np.float32(638.5357))","(np.float32(317.30453), np.float32(675.50226))"
00b4c18ea3fdf2e9.jpg,tie,0.93,"(np.float32(451.2379), np.float32(367.34708))","(np.float32(503.276), np.float32(582.91406))"
00b4c18ea3fdf2e9.jpg,chair,0.89,"(np.float32(671.5285), np.float32(206.75252))","(np.float32(1022.26154), np.float32(522.8306))"
00b4c18ea3fdf2e9.jpg,chair,0.87,"(np.float32(170.82642), np.float32(250.4825))","(np.float32(370.6955), np.float32(424.28192))"
00b4c18ea3fdf2e9.jpg,cup,0.71,"(np.float32(481.49396), np.float32(549.4076))","(np.float32(546.8423), np.float32(646.1415))"
00b4c18ea3fdf2e9.jpg,laptop,0.64,"(np.float32(544.11523), np.float32(612.91565))","(np.float32(705.6985), np.float32(678.637))"
00b4c18ea3fdf2e9.jpg,chair,0.54,"(np.float32(681.7406), np.float32(183.21541))","(np.float32(981.61646), np.float32(299.90594))"
00b4c18ea3fdf2e9.jpg,chair,0.49,"(np.float32(0.0), np.float32(435.3218))","(np.float32(211.96542), np.float32(662.1487))"
00b4c18ea3fdf2e9.jpg,couch,0.41,"(np.float32(0.5190336), np.float32(434.33887))","(np.float32(209.56796), np.float32(662.97516))"
00b4c18ea3fdf2e9.jpg,chair,0.41,"(np.float32(1.5705987), np.float32(268.5758))","(np.float32(185.11142), np.float32(440.9469))"
00b4c18ea3fdf2e9.jpg,chair,0.38,"(np.float32(673.70306), np.float32(443.49847))","(np.float32(855.78796), np.float32(600.0445))"
00b4c18ea3fdf2e9.jpg,chair,0.37,"(np.float32(0.0), np.float32(396.23254))","(np.float32(419.93515), np.float32(668.2478))"
00b4c18ea3fdf2e9.jpg,baseball bat,0.37,"(np.float32(497.75806), np.float32(264.22302))","(np.float32(695.64087), np.float32(376.6059))"
00b4c18ea3fdf2e9.jpg,chair,0.34,"(np.float32(692.5329), np.float32(563.0534))","(np.float32(1020.63635), np.float32(674.0997))"
00b4c18ea3fdf2e9.jpg,wine glass,0.34,"(np.float32(481.38202), np.float32(543.4696))","(np.float32(551.41437), np.float32(674.71924))"
00b4c18ea3fdf2e9.jpg,cell phone,0.31,"(np.float32(548.29425), np.float32(614.1916))","(np.float32(716.0853), np.float32(680.79877))"
00b4c18ea3fdf2e9.jpg,chair,0.28,"(np.float32(667.5659), np.float32(409.8511))","(np.float32(978.0108), np.float32(612.5005))"
00b4c18ea3fdf2e9.jpg,car,0.22,"(np.float32(551.5972), np.float32(254.13115))","(np.float32(699.59393), np.float32(346.29492))"
00b4c18ea3fdf2e9.jpg,couch,0.22,"(np.float32(0.0), np.float32(416.01166))","(np.float32(765.80273), np.float32(669.0225))"
00b4c18ea3fdf2e9.jpg,suitcase,0.19,"(np.float32(679.05505), np.float32(218.48279))","(np.float32(1022.0753), np.float32(470.97437))"
00b4c18ea3fdf2e9.jpg,chair,0.18,"(np.float32(108.0257), np.float32(347.735))","(np.float32(794.8015), np.float32(670.2021))"
00b4c18ea3fdf2e9.jpg,car,0.18,"(np.float32(649.4067), np.float32(194.32988))","(np.float32(1024.0), np.float32(624.0511))"
00b4c18ea3fdf2e9.jpg,bench,0.18,"(np.float32(41.99917), np.float32(351.7851))","(np.float32(902.1023), np.float32(660.70624))"
00b4c18ea3fdf2e9.jpg,sink,0.15,"(np.float32(255.0605), np.float32(656.9103))","(np.float32(453.04028), np.float32(681.4512))"
00b4c18ea3fdf2e9.jpg,bench,0.14,"(np.float32(163.91806), np.float32(258.6192))","(np.float32(716.8446), np.float32(461.58224))"
00b4c18ea3fdf2e9.jpg,car,0.14,"(np.float32(145.18735), np.float32(247.97203))","(np.float32(736.8138), np.float32(398.20877))"
00b4c18ea3fdf2e9.jpg,chair,0.14,"(np.float32(0.5934719), np.float32(212.93129))","(np.float32(48.633457), np.float32(336.6455))"
00b4c18ea3fdf2e9.jpg,bench,0.14,"(np.float32(138.52856), np.float32(220.23909))","(np.float32(1011.71106), np.float32(581.3184))"
00b4c18ea3fdf2e9.jpg,dining table,0.13,"(np.float32(855.9625), np.float32(445.30798))","(np.float32(1023.8793), np.float32(495.81445))"
00b4c18ea3fdf2e9.jpg,tie,0.12,"(np.float32(436.99765), np.float32(351.4789))","(np.float32(483.84174), np.float32(589.57806))"
00b4c18ea3fdf2e9.jpg,chair,0.12,"(np.float32(700.1708), np.float32(457.67303))","(np.float32(833.41986), np.float32(554.7464))"
00b4c18ea3fdf2e9.jpg,chair,0.12,"(np.float32(139.2634), np.float32(185.40741))","(np.float32(425.73557), np.float32(400.82742))"
00b4c18ea3fdf2e9.jpg,chair,0.1,"(np.float32(159.14168), np.float32(239.30678))","(np.float32(473.42184), np.float32(623.7096))"
00b4c18ea3fdf2e9.jpg,suitcase,0.1,"(np.float32(702.8557), np.float32(546.1189))","(np.float32(1024.0), np.float32(674.0795))"
00b6654f37f1f655.jpg,person,1.0,"(np.float32(284.87512), np.float32(378.71127))","(np.float32(393.02246), np.float32(658.5992))"
00b6654f37f1f655.jpg,person,0.99,"(np.float32(220.91792), np.float32(411.32672))","(np.float32(327.89612), np.float32(675.81067))"
00b6654f37f1f655.jpg,person,0.99,"(np.float32(76.79956), np.float32(391.17484))","(np.float32(223.82123), np.float32(700.06616))"
00b6654f37f1f655.jpg,person,0.99,"(np.float32(574.06506), np.float32(392.345))","(np.float32(669.24963), np.float32(594.23334))"
00b6654f37f1f655.jpg,person,0.99,"(np.float32(481.04138), np.float32(406.59174))","(np.float32(562.2817), np.float32(592.6445))"
00b6654f37f1f655.jpg,person,0.98,"(np.float32(868.7479), np.float32(400.5495))","(np.float32(939.01587), np.float32(547.2403))"
00b6654f37f1f655.jpg,backpack,0.98,"(np.float32(626.16144), np.float32(427.63885))","(np.float32(690.52924), np.float32(534.6874))"
00b6654f37f1f655.jpg,bus,0.97,"(np.float32(1.7998358), np.float32(142.87828))","(np.float32(864.6674), np.float32(628.1651))"
00b6654f37f1f655.jpg,person,0.97,"(np.float32(372.0522), np.float32(424.51794))","(np.float32(450.43375), np.float32(578.37317))"
00b6654f37f1f655.jpg,person,0.95,"(np.float32(663.62305), np.float32(383.6089))","(np.float32(714.01556), np.float32(473.31467))"
00b6654f37f1f655.jpg,person,0.91,"(np.float32(565.826), np.float32(390.9372))","(np.float32(610.98663), np.float32(489.61703))"
00b6654f37f1f655.jpg,person,0.88,"(np.float32(916.4545), np.float32(381.67874))","(np.float32(975.1373), np.float32(543.6108))"
00b6654f37f1f655.jpg,person,0.88,"(np.float32(773.89136), np.float32(376.97778))","(np.float32(848.02234), np.float32(512.5017))"
00b6654f37f1f655.jpg,handbag,0.86,"(np.float32(72.1061), np.float32(470.80533))","(np.float32(191.90816), np.float32(683.54694))"
00b6654f37f1f655.jpg,person,0.86,"(np.float32(175.77155), np.float32(380.16513))","(np.float32(241.04611), np.float32(473.45667))"
00b6654f37f1f655.jpg,person,0.79,"(np.float32(981.10236), np.float32(398.4897))","(np.float32(1022.83875), np.float32(536.30914))"
00b6654f37f1f655.jpg,person,0.74,"(np.float32(684.21655), np.float32(408.48782))","(np.float32(770.517), np.float32(539.63715))"
00b6654f37f1f655.jpg,person,0.72,"(np.float32(881.214), np.float32(362.32428))","(np.float32(914.5327), np.float32(404.1287))"
00b6654f37f1f655.jpg,person,0.71,"(np.float32(751.6858), np.float32(388.11844))","(np.float32(821.8903), np.float32(528.77496))"
00b6654f37f1f655.jpg,bench,0.68,"(np.float32(433.22064), np.float32(540.6841))","(np.float32(523.2792), np.float32(616.66425))"
00b6654f37f1f655.jpg,handbag,0.64,"(np.float32(890.7278), np.float32(454.67365))","(np.float32(924.46875), np.float32(507.28717))"
00b6654f37f1f655.jpg,backpack,0.63,"(np.float32(916.471), np.float32(427.98315))","(np.float32(962.5501), np.float32(518.4105))"
00b6654f37f1f655.jpg,handbag,0.63,"(np.float32(878.6244), np.float32(440.32782))","(np.float32(928.1631), np.float32(522.59467))"
00b6654f37f1f655.jpg,person,0.61,"(np.float32(964.7304), np.float32(385.98337))","(np.float32(1013.6807), np.float32(543.84235))"
00b6654f37f1f655.jpg,backpack,0.61,"(np.float32(761.961), np.float32(438.65536))","(np.float32(819.5405), np.float32(516.54004))"
00b6654f37f1f655.jpg,backpack,0.56,"(np.float32(238.95956), np.float32(458.55658))","(np.float32(308.39352), np.float32(527.43744))"
00b6654f37f1f655.jpg,person,0.55,"(np.float32(820.5244), np.float32(386.50204))","(np.float32(864.9357), np.float32(471.21506))"
00b6654f37f1f655.jpg,person,0.52,"(np.float32(172.10417), np.float32(372.01672))","(np.float32(243.40048), np.float32(559.08))"
00b6654f37f1f655.jpg,bus,0.51,"(np.float32(0.0), np.float32(138.77678))","(np.float32(396.87604), np.float32(639.8408))"
00b6654f37f1f655.jpg,potted plant,0.5,"(np.float32(65.78733), np.float32(101.84637))","(np.float32(214.52452), np.float32(189.06926))"
00b6654f37f1f655.jpg,person,0.44,"(np.float32(861.0875), np.float32(356.19376))","(np.float32(881.13385), np.float32(417.04587))"
00b6654f37f1f655.jpg,handbag,0.43,"(np.float32(871.09875), np.float32(460.6634))","(np.float32(899.3063), np.float32(509.86142))"
00b6654f37f1f655.jpg,person,0.43,"(np.float32(829.38403), np.float32(390.3819))","(np.float32(867.758), np.float32(536.9185))"
00b6654f37f1f655.jpg,person,0.43,"(np.float32(754.6343), np.float32(372.09753))","(np.float32(785.19257), np.float32(410.35703))"
00b6654f37f1f655.jpg,handbag,0.42,"(np.float32(74.49295), np.float32(497.54993))","(np.float32(120.79453), np.float32(661.21985))"
00b6654f37f1f655.jpg,person,0.39,"(np.float32(911.875), np.float32(365.10242))","(np.float32(944.22455), np.float32(418.14288))"
00b6654f37f1f655.jpg,handbag,0.38,"(np.float32(839.8448), np.float32(466.48404))","(np.float32(867.36017), np.float32(516.5871))"
00b6654f37f1f655.jpg,person,0.37,"(np.float32(747.30084), np.float32(402.29514))","(np.float32(796.5962), np.float32(517.8169))"
00b6654f37f1f655.jpg,bus,0.35,"(np.float32(1.0240605), np.float32(282.67697))","(np.float32(244.72006), np.float32(606.1855))"
00b6654f37f1f655.jpg,umbrella,0.35,"(np.float32(909.81805), np.float32(329.07913))","(np.float32(970.35046), np.float32(345.24405))"
00b6654f37f1f655.jpg,person,0.33,"(np.float32(940.006), np.float32(368.21866))","(np.float32(993.39355), np.float32(526.05536))"
00b6654f37f1f655.jpg,person,0.31,"(np.float32(942.3406), np.float32(367.7158))","(np.float32(976.9676), np.float32(423.8335))"
00b6654f37f1f655.jpg,truck,0.31,"(np.float32(6.123175), np.float32(329.64667))","(np.float32(250.2101), np.float32(628.2796))"
00b6654f37f1f655.jpg,person,0.31,"(np.float32(964.024), np.float32(373.57986))","(np.float32(1001.21893), np.float32(469.82025))"
00b6654f37f1f655.jpg,handbag,0.3,"(np.float32(638.2026), np.float32(420.18472))","(np.float32(673.9224), np.float32(464.58023))"
00b6654f37f1f655.jpg,backpack,0.29,"(np.float32(785.9082), np.float32(410.26443))","(np.float32(846.3554), np.float32(519.3403))"
00b6654f37f1f655.jpg,suitcase,0.29,"(np.float32(72.33785), np.float32(577.7511))","(np.float32(210.41507), np.float32(693.9443))"
00b6654f37f1f655.jpg,person,0.29,"(np.float32(862.3484), np.float32(395.7298))","(np.float32(913.40186), np.float32(509.26328))"
00b6654f37f1f655.jpg,handbag,0.28,"(np.float32(75.4458), np.float32(522.4506))","(np.float32(104.7323), np.float32(633.04224))"
00b6654f37f1f655.jpg,person,0.28,"(np.float32(543.1514), np.float32(413.01337))","(np.float32(567.2685), np.float32(509.48154))"
00b6654f37f1f655.jpg,handbag,0.27,"(np.float32(837.1116), np.float32(435.5358))","(np.float32(867.50885), np.float32(529.36334))"
00b6654f37f1f655.jpg,person,0.27,"(np.float32(969.4715), np.float32(376.5113))","(np.float32(1000.9145), np.float32(430.88513))"
00b6654f37f1f655.jpg,person,0.26,"(np.float32(671.7759), np.float32(389.77756))","(np.float32(740.9886), np.float32(493.11414))"
00b6654f37f1f655.jpg,person,0.26,"(np.float32(704.85846), np.float32(408.90646))","(np.float32(756.9874), np.float32(478.9267))"
00b6654f37f1f655.jpg,handbag,0.26,"(np.float32(94.20057), np.float32(458.59558))","(np.float32(135.86317), np.float32(574.67786))"
00b6654f37f1f655.jpg,umbrella,0.25,"(np.float32(885.3405), np.float32(318.47012))","(np.float32(930.5502), np.float32(338.56332))"
00b6654f37f1f655.jpg,handbag,0.25,"(np.float32(84.558495), np.float32(571.1782))","(np.float32(208.17073), np.float32(692.9485))"
00b6654f37f1f655.jpg,handbag,0.25,"(np.float32(73.0006), np.float32(457.94284))","(np.float32(147.72795), np.float32(638.725))"
00b6654f37f1f655.jpg,person,0.25,"(np.float32(748.60974), np.float32(402.97617))","(np.float32(783.73883), np.float32(448.7659))"
00b6654f37f1f655.jpg,person,0.24,"(np.float32(628.07825), np.float32(389.9527))","(np.float32(795.48096), np.float32(581.0374))"
00b6654f37f1f655.jpg,backpack,0.23,"(np.float32(639.1664), np.float32(421.77283))","(np.float32(678.39856), np.float32(461.88293))"
00b6654f37f1f655.jpg,person,0.23,"(np.float32(566.67786), np.float32(392.09634))","(np.float32(678.36914), np.float32(481.41464))"
00b6654f37f1f655.jpg,umbrella,0.23,"(np.float32(940.1228), np.float32(330.01654))","(np.float32(984.8433), np.float32(341.62167))"
00b6654f37f1f655.jpg,person,0.22,"(np.float32(814.585), np.float32(385.08585))","(np.float32(845.0246), np.float32(419.0765))"
00b6654f37f1f655.jpg,handbag,0.22,"(np.float32(842.8635), np.float32(423.40186))","(np.float32(862.17377), np.float32(475.2307))"
00b6654f37f1f655.jpg,backpack,0.21,"(np.float32(164.9299), np.float32(438.65344))","(np.float32(245.601), np.float32(568.65985))"
00b6654f37f1f655.jpg,backpack,0.2,"(np.float32(886.7651), np.float32(431.87167))","(np.float32(941.68134), np.float32(529.5753))"
00b6654f37f1f655.jpg,person,0.17,"(np.float32(885.3267), np.float32(359.17697))","(np.float32(909.3196), np.float32(390.28915))"
00b6654f37f1f655.jpg,backpack,0.17,"(np.float32(961.19525), np.float32(420.10794))","(np.float32(986.4021), np.float32(483.76373))"
00b6654f37f1f655.jpg,truck,0.17,"(np.float32(0.0), np.float32(126.83156))","(np.float32(382.21072), np.float32(701.4151))"
00b6654f37f1f655.jpg,person,0.17,"(np.float32(792.95374), np.float32(381.8881))","(np.float32(858.9976), np.float32(566.2654))"
00b6654f37f1f655.jpg,person,0.16,"(np.float32(643.0096), np.float32(385.86807))","(np.float32(710.45154), np.float32(528.46796))"
00b6654f37f1f655.jpg,handbag,0.16,"(np.float32(690.6883), np.float32(451.31964))","(np.float32(763.4729), np.float32(521.9716))"
00b6654f37f1f655.jpg,person,0.16,"(np.float32(710.32465), np.float32(408.11636))","(np.float32(750.7283), np.float32(453.1907))"
00b6654f37f1f655.jpg,person,0.16,"(np.float32(146.40526), np.float32(385.0886))","(np.float32(231.19972), np.float32(593.30615))"
00b6654f37f1f655.jpg,car,0.16,"(np.float32(13.300202), np.float32(349.62247))","(np.float32(249.53506), np.float32(628.8739))"
00b6654f37f1f655.jpg,umbrella,0.16,"(np.float32(914.9284), np.float32(328.2741))","(np.float32(955.7708), np.float32(338.16122))"
00b6654f37f1f655.jpg,backpack,0.15,"(np.float32(201.67038), np.float32(464.6848))","(np.float32(249.85814), np.float32(572.7183))"
00b6654f37f1f655.jpg,person,0.15,"(np.float32(728.14996), np.float32(402.4398))","(np.float32(779.4552), np.float32(518.268))"
00b6654f37f1f655.jpg,person,0.15,"(np.float32(961.70233), np.float32(380.86136))","(np.float32(989.72095), np.float32(431.65576))"
00b6654f37f1f655.jpg,backpack,0.14,"(np.float32(922.2107), np.float32(419.06528))","(np.float32(971.0382), np.float32(486.29703))"
00b6654f37f1f655.jpg,backpack,0.14,"(np.float32(759.6343), np.float32(432.25955))","(np.float32(857.03296), np.float32(549.3876))"
00b6654f37f1f655.jpg,handbag,0.13,"(np.float32(396.61313), np.float32(437.48114))","(np.float32(429.494), np.float32(480.0309))"
00b6654f37f1f655.jpg,person,0.13,"(np.float32(668.33044), np.float32(402.26794))","(np.float32(748.78796), np.float32(588.8376))"
00b6654f37f1f655.jpg,person,0.13,"(np.float32(863.63074), np.float32(386.5527))","(np.float32(881.48755), np.float32(429.51733))"
00b6654f37f1f655.jpg,person,0.13,"(np.float32(907.91437), np.float32(359.8813))","(np.float32(923.57196), np.float32(385.90805))"
00b6654f37f1f655.jpg,backpack,0.12,"(np.float32(72.7111), np.float32(572.31104))","(np.float32(211.43234), np.float32(695.4282))"
00b6654f37f1f655.jpg,umbrella,0.12,"(np.float32(905.7836), np.float32(328.1509))","(np.float32(979.79395), np.float32(360.38974))"
00b6654f37f1f655.jpg,backpack,0.11,"(np.float32(200.4498), np.float32(486.97705))","(np.float32(227.97644), np.float32(567.59955))"
00b6654f37f1f655.jpg,handbag,0.11,"(np.float32(780.7544), np.float32(412.86987))","(np.float32(841.3967), np.float32(509.11182))"
00b6654f37f1f655.jpg,backpack,0.11,"(np.float32(935.4451), np.float32(422.84418))","(np.float32(973.94934), np.float32(466.3985))"
00b8118b65360ac8.jpg,person,1.0,"(np.float32(60.07557), np.float32(116.32709))","(np.float32(225.66284), np.float32(617.5878))"
00b8118b65360ac8.jpg,person,1.0,"(np.float32(256.26367), np.float32(144.90019))","(np.float32(439.37933), np.float32(625.27905))"
00b8118b65360ac8.jpg,person,1.0,"(np.float32(502.4383), np.float32(131.64626))","(np.float32(643.1711), np.float32(586.58386))"
00b8118b65360ac8.jpg,person,1.0,"(np.float32(611.6643), np.float32(150.87881))","(np.float32(767.99164), np.float32(625.26935))"
00b8118b65360ac8.jpg,tie,1.0,"(np.float32(324.21365), np.float32(226.6293))","(np.float32(347.56973), np.float32(321.7341))"
00b8118b65360ac8.jpg,person,0.99,"(np.float32(210.19218), np.float32(150.12378))","(np.float32(303.70288), np.float32(464.76932))"
00b8118b65360ac8.jpg,person,0.98,"(np.float32(711.0029), np.float32(133.82768))","(np.float32(806.98267), np.float32(573.07104))"
